Year,Area Description,Species,Pounds,Trips,Average Price,Estimated Value
2014,TORTUGAS,GROUPER_SCAMP,11159,88,3.64,40604
2014,TORTUGAS,GROUPER_SNOWY,40695,123,3.37,137225
2014,TORTUGAS,GROUPER_WARSAW,1979,11,2.19,4340
2014,TORTUGAS,GROUPER_YELLOWEDGE,21735,68,3.82,82920
2014,TORTUGAS,GROUPER_YELLOWFIN,149,3,4.56,678
2014,TORTUGAS,GRUNTS,8001,197,1.03,8274
2014,TORTUGAS,HOGFISH,3973,115,3.47,13781
2014,TORTUGAS,PORGIES,7657,133,1.21,9276
2014,TORTUGAS,SNAPPER_GREY (MANGROVE),35760,322,2.13,76152
2014,TORTUGAS,SNAPPER_LANE,962,50,2.39,2300
2014,TORTUGAS,SNAPPER_MUTTON,62893,364,2.42,152274
2014,TORTUGAS,SNAPPER_OTHER,22279,53,2.97,66271
2014,TORTUGAS,SNAPPER_RED,10786,45,4.14,44646
2014,TORTUGAS,SNAPPER_SILK,12667,50,3.84,48602
2014,TORTUGAS,SNAPPER_VERMILION,3457,37,2.74,9459
2014,TORTUGAS,SNAPPER_YELLOWTAIL,1124967,1131,3.03,3414089
2014,TORTUGAS,TILEFISH (GOLDEN),61867,130,2.95,182293
2014,TORTUGAS,TILEFISH_BLUELINE (GRAY),21720,86,1.51,32746
2014,TORTUGAS,TRIGGERFISH,1334,47,2.03,2713
2014,WEST PALM BEACH,AMBERJACKS,46911,316,1.24,58069
2014,WEST PALM BEACH,GROUPER_BLACK,2614,48,4.42,11565
2014,WEST PALM BEACH,GROUPER_GAG,2077,37,4.56,9477
2014,WEST PALM BEACH,GROUPER_OTHER,66,11,3.81,251
2014,WEST PALM BEACH,GROUPER_RED,609,25,3.76,2287
2014,WEST PALM BEACH,GROUPER_SCAMP,42,5,4.48,188
2014,WEST PALM BEACH,GROUPER_SNOWY,1730,36,4.18,7222
2014,WEST PALM BEACH,GROUPER_YELLOWEDGE,555,8,4.77,2644
2014,WEST PALM BEACH,GRUNTS,6061,535,1.06,6395
2014,WEST PALM BEACH,HOGFISH,1870,49,4.58,8568
2014,WEST PALM BEACH,PORGIES,2360,152,1.3,3065
2014,WEST PALM BEACH,SEA BASS_MIXED,611,37,2.53,1545
2014,WEST PALM BEACH,SNAPPER_GREY (MANGROVE),4273,185,3.43,14674
2014,WEST PALM BEACH,SNAPPER_LANE,653,57,3.35,2190
2014,WEST PALM BEACH,SNAPPER_MIXED,49,2,0.07,3
2014,WEST PALM BEACH,SNAPPER_MUTTON,6432,259,3.57,22954
2014,WEST PALM BEACH,SNAPPER_OTHER,86,3,3.81,328
2014,WEST PALM BEACH,SNAPPER_RED,218,8,4.6,1001
2014,WEST PALM BEACH,SNAPPER_SILK,223,6,3.74,835
2014,WEST PALM BEACH,SNAPPER_VERMILION,3448,72,3.56,12291
2014,WEST PALM BEACH,SNAPPER_YELLOWTAIL,23977,380,3.59,86006
2014,WEST PALM BEACH,TILEFISH (GOLDEN),28252,176,3.42,96663
2014,WEST PALM BEACH,TILEFISH_BLUELINE (GRAY),567,15,2.33,1321
2014,WEST PALM BEACH,TRIGGERFISH,1563,114,1.4,2193
2015,APALACHEE BAY,AMBERJACKS,47177,74,1.36,64145
2015,APALACHEE BAY,GROUPER_BLACK,487,1,4.41,2148
2015,APALACHEE BAY,GROUPER_GAG,97012,459,4.37,424019
2015,APALACHEE BAY,GROUPER_MIXED,44,1,1.06,46
2015,APALACHEE BAY,GROUPER_OTHER,2737,16,3.69,10092
2015,APALACHEE BAY,GROUPER_RED,299223,563,3.3,988655
2015,APALACHEE BAY,GROUPER_SCAMP,14821,263,4.25,63038
2015,APALACHEE BAY,GROUPER_SNOWY,7668,12,3.83,29347
2015,APALACHEE BAY,GROUPER_WARSAW,745,10,3.39,2521
2015,APALACHEE BAY,GROUPER_YELLOWEDGE,28209,15,4.51,127302
2015,APALACHEE BAY,GRUNTS,142925,574,1.28,182948
2015,APALACHEE BAY,HOGFISH,1190,19,3.95,4694
2015,APALACHEE BAY,PORGIES,41316,320,1.25,51510
2015,APALACHEE BAY,SEA BASS_MIXED,160930,638,1.22,196396
2015,APALACHEE BAY,SNAPPER_GREY (MANGROVE),22742,427,2.58,58735
2015,APALACHEE BAY,SNAPPER_LANE,24548,389,2.17,53294
2015,APALACHEE BAY,SNAPPER_MUTTON,1978,7,2.49,4923
2015,APALACHEE BAY,SNAPPER_OTHER,110,6,2.93,322
2015,APALACHEE BAY,SNAPPER_RED,341285,550,4.31,1471400
2015,APALACHEE BAY,SNAPPER_SILK,24,2,2.87,70
2015,APALACHEE BAY,SNAPPER_VERMILION,90874,380,2.37,215781
2015,APALACHEE BAY,SNAPPER_YELLOWTAIL,6,5,3.18,20
2015,APALACHEE BAY,TILEFISH (GOLDEN),21827,8,3.09,67354
2015,APALACHEE BAY,TILEFISH_BLUELINE (GRAY),84,2,1.22,103
2015,APALACHEE BAY,TRIGGERFISH,4394,190,1.42,6260
2015,CAPE CANAVERAL,AMBERJACKS,78507,262,1.63,128274
2015,CAPE CANAVERAL,GROUPER_BLACK,512,6,4.87,2496
2015,CAPE CANAVERAL,GROUPER_GAG,26879,177,4.96,133247
2015,CAPE CANAVERAL,GROUPER_OTHER,26,8,4.41,113
2015,CAPE CANAVERAL,GROUPER_RED,760,38,4.32,3285
2015,CAPE CANAVERAL,GROUPER_SCAMP,607,31,4.99,3027
2015,CAPE CANAVERAL,GROUPER_SNOWY,11682,111,4.66,54464
2015,CAPE CANAVERAL,GROUPER_WARSAW,48,1,4.24,205
2015,CAPE CANAVERAL,GROUPER_YELLOWEDGE,748,13,4.69,3511
2015,CAPE CANAVERAL,GRUNTS,6287,65,0.32,2032
2015,CAPE CANAVERAL,HOGFISH,180,24,4.58,824
2015,CAPE CANAVERAL,PORGIES,650,35,2.22,1441
2015,CAPE CANAVERAL,SEA BASS_MIXED,2874,95,2.65,7631
2015,CAPE CANAVERAL,SNAPPER_GREY (MANGROVE),7360,155,3.98,29269
2015,CAPE CANAVERAL,SNAPPER_LANE,97,18,3.76,364
2015,CAPE CANAVERAL,SNAPPER_MUTTON,170,18,4.51,768
2015,CAPE CANAVERAL,SNAPPER_OTHER,470,12,2.12,999
2015,CAPE CANAVERAL,SNAPPER_SILK,18,4,4.19,75
2015,CAPE CANAVERAL,SNAPPER_VERMILION,6389,36,3.45,22033
2015,CAPE CANAVERAL,SNAPPER_YELLOWTAIL,30,4,3.84,115
2015,CAPE CANAVERAL,TILEFISH (GOLDEN),82223,80,3.21,263949
2015,CAPE CANAVERAL,TILEFISH_BLUELINE (GRAY),99,6,2.31,230
2015,CAPE CANAVERAL,TRIGGERFISH,2623,77,2.45,6433
2015,CRYSTAL RIVER-TARPON SPRINGS,AMBERJACKS,30772,90,1.44,44159
2015,CRYSTAL RIVER-TARPON SPRINGS,GROUPER_BLACK,1050,13,4.22,4431
2015,CRYSTAL RIVER-TARPON SPRINGS,GROUPER_GAG,101400,390,4.43,449449
2015,CRYSTAL RIVER-TARPON SPRINGS,GROUPER_OTHER,1124,80,3.03,3406
2015,CRYSTAL RIVER-TARPON SPRINGS,GROUPER_RED,345187,433,3.32,1145791
2015,CRYSTAL RIVER-TARPON SPRINGS,GROUPER_SCAMP,20573,191,3.96,81497
2015,CRYSTAL RIVER-TARPON SPRINGS,GROUPER_SNOWY,572,9,3.46,1977
2015,CRYSTAL RIVER-TARPON SPRINGS,GROUPER_WARSAW,293,1,3.39,992
2015,CRYSTAL RIVER-TARPON SPRINGS,GROUPER_YELLOWEDGE,17129,12,4.22,72245
2015,CRYSTAL RIVER-TARPON SPRINGS,GRUNTS,38710,510,0.78,30252
2015,CRYSTAL RIVER-TARPON SPRINGS,HOGFISH,14153,129,4.52,63960
2015,CRYSTAL RIVER-TARPON SPRINGS,PORGIES,39443,257,1.43,56403
2015,CRYSTAL RIVER-TARPON SPRINGS,SEA BASS_MIXED,1235,165,0.99,1224
2015,CRYSTAL RIVER-TARPON SPRINGS,SNAPPER_GREY (MANGROVE),27556,318,3.02,83338
2015,CRYSTAL RIVER-TARPON SPRINGS,SNAPPER_LANE,1280,138,2.41,3089
2015,CRYSTAL RIVER-TARPON SPRINGS,SNAPPER_MUTTON,1477,16,2.59,3820
2015,CRYSTAL RIVER-TARPON SPRINGS,SNAPPER_OTHER,102,5,2.76,281
2015,CRYSTAL RIVER-TARPON SPRINGS,SNAPPER_RED,41652,190,4.22,175903
2015,CRYSTAL RIVER-TARPON SPRINGS,SNAPPER_SILK,19,3,2.28,44
2015,CRYSTAL RIVER-TARPON SPRINGS,SNAPPER_VERMILION,18311,173,2.71,49649
2015,CRYSTAL RIVER-TARPON SPRINGS,SNAPPER_YELLOWTAIL,74,18,2.75,203
2015,CRYSTAL RIVER-TARPON SPRINGS,TILEFISH (GOLDEN),10871,8,2.5,27132
2015,CRYSTAL RIVER-TARPON SPRINGS,TILEFISH_BLUELINE (GRAY),206,4,1.24,256
2015,CRYSTAL RIVER-TARPON SPRINGS,TRIGGERFISH,1903,94,2.28,4339
2015,DESTIN,AMBERJACKS,11211,45,1.83,20539
2015,DESTIN,GROUPER_GAG,3918,43,4.22,16541
2015,DESTIN,GROUPER_RED,30243,50,2.84,85787
2015,DESTIN,GROUPER_SCAMP,2117,61,4.32,9142
2015,DESTIN,GROUPER_SNOWY,379,4,3.24,1227
2015,DESTIN,GROUPER_WARSAW,158,4,3.48,550
2015,DESTIN,GROUPER_YELLOWEDGE,6335,5,3.41,21610
2015,DESTIN,GROUPER_YELLOWFIN,113,1,4.53,514
2015,DESTIN,GRUNTS,1144,7,0.41,475
2015,DESTIN,PORGIES,14175,105,1.29,18320
2015,DESTIN,SNAPPER_GREY (MANGROVE),460,17,2.24,1030
2015,DESTIN,SNAPPER_LANE,164,28,2.55,417
2015,DESTIN,SNAPPER_MUTTON,151,2,2.25,340
2015,DESTIN,SNAPPER_OTHER,97,2,1.35,131
2015,DESTIN,SNAPPER_RED,192031,106,2.63,505122
2015,DESTIN,SNAPPER_VERMILION,40783,122,2.8,114326
2015,DESTIN,TILEFISH (GOLDEN),5038,2,2.41,12117
2015,DESTIN,TRIGGERFISH,2877,85,2.43,7004
2015,EVERGLADES,AMBERJACKS,7229,22,1.18,8537
2015,EVERGLADES,GROUPER_BLACK,7162,44,4.09,29264
2015,EVERGLADES,GROUPER_GAG,29795,84,4.16,124042
2015,EVERGLADES,GROUPER_OTHER,10794,44,3.3,35595
2015,EVERGLADES,GROUPER_RED,369111,154,3.03,1119256
2015,EVERGLADES,GROUPER_SCAMP,8174,67,3.62,29621
2015,EVERGLADES,GROUPER_SNOWY,12069,31,3.27,39490
2015,EVERGLADES,GROUPER_WARSAW,1221,9,2.62,3199
2015,EVERGLADES,GROUPER_YELLOWEDGE,27369,24,4.23,115864
2015,EVERGLADES,GRUNTS,1785,22,1.06,1888
2015,EVERGLADES,PORGIES,4421,61,1.25,5509
2015,EVERGLADES,SNAPPER_GREY (MANGROVE),4447,73,1.99,8840
2015,EVERGLADES,SNAPPER_LANE,906,37,2.04,1843
2015,EVERGLADES,SNAPPER_MUTTON,20352,58,2.38,48510
2015,EVERGLADES,SNAPPER_OTHER,3111,14,2.94,9159
2015,EVERGLADES,SNAPPER_RED,23013,61,3.13,72099
2015,EVERGLADES,SNAPPER_SILK,1483,20,3.32,4916
2015,EVERGLADES,SNAPPER_VERMILION,1181,26,2.87,3388
2015,EVERGLADES,SNAPPER_YELLOWTAIL,6891,57,1.93,13317
2015,EVERGLADES,TILEFISH (GOLDEN),2807,7,2.98,8361
2015,EVERGLADES,TILEFISH_BLUELINE (GRAY),12034,20,1.51,18159
2015,EVERGLADES,TRIGGERFISH,120,5,1.48,177
2015,FORT MYERS,AMBERJACKS,11096,93,1.3,14451
2015,FORT MYERS,GROUPER_BLACK,24758,169,4.15,102859
2015,FORT MYERS,GROUPER_GAG,120147,569,4.35,522201
2015,FORT MYERS,GROUPER_OTHER,27649,135,3.43,94888
2015,FORT MYERS,GROUPER_RED,2022031,1111,3.38,6842061
2015,FORT MYERS,GROUPER_SCAMP,41896,414,3.98,166763
2015,FORT MYERS,GROUPER_SNOWY,32896,68,3.57,117544
2015,FORT MYERS,GROUPER_WARSAW,2410,23,3.1,7463
2015,FORT MYERS,GROUPER_YELLOWEDGE,135409,64,4.24,574740
2015,FORT MYERS,GROUPER_YELLOWFIN,331,2,3.6,1190
2015,FORT MYERS,GRUNTS,9337,132,1.03,9585
2015,FORT MYERS,HOGFISH,441,18,3.62,1597
2015,FORT MYERS,PORGIES,17461,279,1.44,25096
2015,FORT MYERS,SEA BASS_MIXED,2,1,2.54,6
2015,FORT MYERS,SNAPPER_GREY (MANGROVE),26270,879,2.8,73474
2015,FORT MYERS,SNAPPER_LANE,5663,377,2.41,13667
2015,FORT MYERS,SNAPPER_MUTTON,43148,170,2.77,119377
2015,FORT MYERS,SNAPPER_OTHER,3020,43,3.53,10646
2015,FORT MYERS,SNAPPER_RED,268892,475,4.49,1208476
2015,FORT MYERS,SNAPPER_SILK,2125,41,3.49,7412
2015,FORT MYERS,SNAPPER_VERMILION,12673,255,2.74,34779
2015,FORT MYERS,SNAPPER_YELLOWTAIL,4688,140,3.21,15063
2015,FORT MYERS,TILEFISH (GOLDEN),17770,38,3.11,55324
2015,FORT MYERS,TILEFISH_BLUELINE (GRAY),27471,45,1.31,36032
2015,FORT MYERS,TRIGGERFISH,1069,55,1.58,1692
2015,FORT PIERCE,AMBERJACKS,66069,230,1.29,85484
2015,FORT PIERCE,GROUPER_BLACK,571,14,5.12,2925
2015,FORT PIERCE,GROUPER_GAG,10724,104,5.02,53860
2015,FORT PIERCE,GROUPER_OTHER,154,3,5.08,785
2015,FORT PIERCE,GROUPER_RED,349,16,4.24,1480
2015,FORT PIERCE,GROUPER_SCAMP,125,5,5.01,627
2015,FORT PIERCE,GROUPER_SNOWY,1945,39,4.41,8580
2015,FORT PIERCE,GROUPER_YELLOWEDGE,67,3,5.14,346
2015,FORT PIERCE,GRUNTS,3137,146,0.75,2346
2015,FORT PIERCE,HOGFISH,188,12,4.57,858
2015,FORT PIERCE,PORGIES,995,19,0.36,356
2015,FORT PIERCE,SEA BASS_MIXED,1481,59,2.65,3921
2015,FORT PIERCE,SNAPPER_GREY (MANGROVE),5692,112,4.19,23867
2015,FORT PIERCE,SNAPPER_LANE,95,21,3.66,349
2015,FORT PIERCE,SNAPPER_MUTTON,1524,87,4.18,6371
2015,FORT PIERCE,SNAPPER_OTHER,109,3,3.09,336
2015,FORT PIERCE,SNAPPER_SILK,24,2,1.19,29
2015,FORT PIERCE,SNAPPER_VERMILION,65,9,3.87,254
2015,FORT PIERCE,SNAPPER_YELLOWTAIL,98,10,4.18,408
2015,FORT PIERCE,TILEFISH (GOLDEN),92406,110,3.27,302506
2015,FORT PIERCE,TILEFISH_BLUELINE (GRAY),140,8,3.05,427
2015,FORT PIERCE,TRIGGERFISH,1006,62,1.97,1986
2015,JACKSONVILLE,AMBERJACKS,89170,273,1.56,138992
2015,JACKSONVILLE,GROUPER_GAG,15465,89,4.8,74185
2015,JACKSONVILLE,GROUPER_OTHER,267,43,2.73,729
2015,JACKSONVILLE,GROUPER_RED,600,19,3.31,1985
2015,JACKSONVILLE,GROUPER_SCAMP,11467,85,4.94,56614
2015,JACKSONVILLE,GROUPER_SNOWY,3604,40,4.19,15116
2015,JACKSONVILLE,GROUPER_YELLOWEDGE,100,1,4.45,446
2015,JACKSONVILLE,GRUNTS,1066,129,0.52,555
2015,JACKSONVILLE,HOGFISH,88,5,3.15,277
2015,JACKSONVILLE,PORGIES,18590,134,1.94,36033
2015,JACKSONVILLE,SEA BASS_MIXED,1093,74,1.96,2138
2015,JACKSONVILLE,SNAPPER_GREY (MANGROVE),13629,209,2.5,34062
2015,JACKSONVILLE,SNAPPER_LANE,2,1,2.93,7
2015,JACKSONVILLE,SNAPPER_MUTTON,17258,187,2.73,47047
2015,JACKSONVILLE,SNAPPER_OTHER,297,8,1.96,581
2015,JACKSONVILLE,SNAPPER_RED,1169,2,2.96,3464
2015,JACKSONVILLE,SNAPPER_SILK,9,3,3.42,29
2015,JACKSONVILLE,SNAPPER_VERMILION,159502,252,3.45,550052
2015,JACKSONVILLE,SNAPPER_YELLOWTAIL,67,7,3.49,232
2015,JACKSONVILLE,TILEFISH (GOLDEN),720,8,4.23,3044
2015,JACKSONVILLE,TILEFISH_BLUELINE (GRAY),431,6,1.71,738
2015,JACKSONVILLE,TRIGGERFISH,54347,236,2.13,115678
2015,KEY WEST,AMBERJACKS,65517,193,1.6,104689
2015,KEY WEST,GROUPER_BLACK,28738,384,4.51,129532
2015,KEY WEST,GROUPER_GAG,2670,28,4.33,11549
2015,KEY WEST,GROUPER_OTHER,1107,53,3.28,3628
2015,KEY WEST,GROUPER_RED,22306,336,3.58,79819
2015,KEY WEST,GROUPER_SCAMP,1718,29,4.53,7789
2015,KEY WEST,GROUPER_SNOWY,39295,391,4.41,173288
2015,KEY WEST,GROUPER_WARSAW,365,5,3.61,1316
2015,KEY WEST,GROUPER_YELLOWEDGE,10648,112,4.58,48814
2015,KEY WEST,GROUPER_YELLOWFIN,9,1,5.08,47
2015,KEY WEST,GRUNTS,7214,250,1.18,8538
2015,KEY WEST,HOGFISH,9745,376,4.13,40203
2015,KEY WEST,PORGIES,13107,226,1.72,22557
2015,KEY WEST,SEA BASS_MIXED,3,1,0,0
2015,KEY WEST,SNAPPER_GREY (MANGROVE),56105,783,2.4,134704
2015,KEY WEST,SNAPPER_LANE,1858,73,2.86,5319
2015,KEY WEST,SNAPPER_MUTTON,22454,545,2.84,63722
2015,KEY WEST,SNAPPER_OTHER,751,35,2.84,2135
2015,KEY WEST,SNAPPER_RED,1817,6,4.59,8330
2015,KEY WEST,SNAPPER_SILK,4151,29,3.91,16241
2015,KEY WEST,SNAPPER_VERMILION,471,15,3.2,1505
2015,KEY WEST,SNAPPER_YELLOWTAIL,596339,1749,2.91,1736426
2015,KEY WEST,TILEFISH (GOLDEN),29913,141,3.78,113164
2015,KEY WEST,TILEFISH_BLUELINE (GRAY),9658,123,2.39,23051
2015,KEY WEST,TRIGGERFISH,2170,126,1.97,4273
2015,MARATHON,AMBERJACKS,52666,130,1.39,73114
2015,MARATHON,GROUPER_BLACK,36878,352,4.2,154759
2015,MARATHON,GROUPER_GAG,170,6,4.24,719
2015,MARATHON,GROUPER_OTHER,2,1,4.24,10
2015,MARATHON,GROUPER_RED,2413,79,3.43,8274
2015,MARATHON,GROUPER_SNOWY,1656,23,4.04,6691
2015,MARATHON,GROUPER_YELLOWEDGE,320,6,3.83,1229
2015,MARATHON,GRUNTS,5253,95,1.37,7175
2015,MARATHON,HOGFISH,5166,133,4.17,21534
2015,MARATHON,PORGIES,7646,120,1.12,8546
2015,MARATHON,SNAPPER_GREY (MANGROVE),25496,551,2.72,69421
2015,MARATHON,SNAPPER_LANE,161,29,2.67,430
2015,MARATHON,SNAPPER_MUTTON,13550,410,3.28,44474
2015,MARATHON,SNAPPER_OTHER,354,9,3.88,1374
2015,MARATHON,SNAPPER_SILK,582,7,3.17,1846
2015,MARATHON,SNAPPER_VERMILION,299,5,3.31,989
2015,MARATHON,SNAPPER_YELLOWTAIL,412270,1604,3.07,1267191
2015,MARATHON,TILEFISH_BLUELINE (GRAY),609,10,2.53,1539
2015,MARATHON,TRIGGERFISH,1997,50,1.87,3744
2015,MIAMI,AMBERJACKS,140719,274,1.45,203907
2015,MIAMI,GROUPER_BLACK,8568,154,4.16,35659
2015,MIAMI,GROUPER_GAG,532,27,4.32,2299
2015,MIAMI,GROUPER_OTHER,9,3,1.91,18
2015,MIAMI,GROUPER_RED,1532,86,3.82,5847
2015,MIAMI,GROUPER_SCAMP,6,1,4.24,24
2015,MIAMI,GROUPER_SNOWY,973,26,4.03,3922
2015,MIAMI,GRUNTS,3542,113,1.22,4329
2015,MIAMI,HOGFISH,2449,219,3.66,8962
2015,MIAMI,PORGIES,1599,42,1.18,1892
2015,MIAMI,SNAPPER_GREY (MANGROVE),5259,135,3.02,15861
2015,MIAMI,SNAPPER_LANE,1,1,2.25,3
2015,MIAMI,SNAPPER_MUTTON,8596,397,3.3,28402
2015,MIAMI,SNAPPER_OTHER,496,23,2.98,1480
2015,MIAMI,SNAPPER_SILK,1158,23,3.64,4218
2015,MIAMI,SNAPPER_VERMILION,2289,27,3.43,7861
2015,MIAMI,SNAPPER_YELLOWTAIL,86367,490,2.68,231670
2015,MIAMI,TILEFISH (GOLDEN),1684,10,3.85,6491
2015,MIAMI,TILEFISH_BLUELINE (GRAY),242,5,1.55,376
2015,MIAMI,TRIGGERFISH,883,62,1.55,1369
2015,Out-of-State,AMBERJACKS,65520,125,1.56,102370
2015,Out-of-State,GROUPER_GAG,22155,85,4.55,100748
2015,Out-of-State,GROUPER_OTHER,167,19,3.09,515
2015,Out-of-State,GROUPER_RED,1962,31,2.89,5672
2015,Out-of-State,GROUPER_SCAMP,13333,112,4.81,64197
2015,Out-of-State,GROUPER_SNOWY,5543,54,3.99,22119
2015,Out-of-State,GROUPER_WARSAW,389,6,2.79,1085
2015,Out-of-State,GROUPER_YELLOWEDGE,20825,12,4.07,84656
2015,Out-of-State,GRUNTS,818,62,0.52,428
2015,Out-of-State,HOGFISH,51,2,3.15,161
2015,Out-of-State,PORGIES,19008,151,1.6,30365
2015,Out-of-State,SEA BASS_MIXED,1652,39,2.11,3491
2015,Out-of-State,SNAPPER_GREY (MANGROVE),10074,108,2.48,24951
2015,Out-of-State,SNAPPER_LANE,234,37,2.45,574
2015,Out-of-State,SNAPPER_MUTTON,9980,80,2.7,26984
2015,Out-of-State,SNAPPER_OTHER,111,8,1.49,166
2015,Out-of-State,SNAPPER_RED,468871,97,3.81,1788214
2015,Out-of-State,SNAPPER_SILK,71,5,3.37,240
2015,Out-of-State,SNAPPER_VERMILION,111434,156,3.02,336748
2015,Out-of-State,SNAPPER_YELLOWTAIL,17,1,3.6,60
2015,Out-of-State,TILEFISH (GOLDEN),23839,25,2.99,71168
2015,Out-of-State,TILEFISH_BLUELINE (GRAY),99,10,1.67,164
2015,Out-of-State,TRIGGERFISH,16976,129,2.02,34325
2015,PANAMA CITY,AMBERJACKS,75308,245,1.42,106767
2015,PANAMA CITY,GROUPER_BLACK,32,1,3.39,108
2015,PANAMA CITY,GROUPER_GAG,99378,469,4.21,418106
2015,PANAMA CITY,GROUPER_OTHER,4263,43,3.52,15018
2015,PANAMA CITY,GROUPER_RED,175363,412,3.35,588202
2015,PANAMA CITY,GROUPER_SCAMP,33457,318,4.19,140117
2015,PANAMA CITY,GROUPER_SNOWY,15267,77,3.38,51566
2015,PANAMA CITY,GROUPER_WARSAW,3381,34,3.1,10472
2015,PANAMA CITY,GROUPER_YELLOWEDGE,149485,80,3.59,536469
2015,PANAMA CITY,GRUNTS,2777,32,0.79,2202
2015,PANAMA CITY,PORGIES,164233,516,1.17,191800
2015,PANAMA CITY,SEA BASS_MIXED,1161,17,0.86,994
2015,PANAMA CITY,SNAPPER_GREY (MANGROVE),13192,340,2.32,30641
2015,PANAMA CITY,SNAPPER_LANE,2672,291,2.36,6306
2015,PANAMA CITY,SNAPPER_MUTTON,5282,10,2.26,11931
2015,PANAMA CITY,SNAPPER_OTHER,13903,34,0.69,9602
2015,PANAMA CITY,SNAPPER_RED,853046,651,3.61,3081008
2015,PANAMA CITY,SNAPPER_SILK,1638,7,3.22,5273
2015,PANAMA CITY,SNAPPER_VERMILION,309789,534,2.68,828955
2015,PANAMA CITY,SNAPPER_YELLOWTAIL,42,1,2.25,95
2015,PANAMA CITY,TILEFISH (GOLDEN),128638,67,2.61,335176
2015,PANAMA CITY,TILEFISH_BLUELINE (GRAY),174,10,0.49,85
2015,PANAMA CITY,TRIGGERFISH,15992,444,2.02,32331
2015,PENSACOLA,AMBERJACKS,4328,39,1.46,6299
2015,PENSACOLA,GROUPER_GAG,4498,93,2.53,11379
2015,PENSACOLA,GROUPER_OTHER,55,11,2.38,132
2015,PENSACOLA,GROUPER_RED,2193,83,2.48,5444
2015,PENSACOLA,GROUPER_SCAMP,3661,176,3.32,12137
2015,PENSACOLA,GROUPER_SNOWY,2120,50,3.14,6653
2015,PENSACOLA,GROUPER_WARSAW,924,16,2.81,2595
2015,PENSACOLA,GROUPER_YELLOWEDGE,36761,19,3.48,127745
2015,PENSACOLA,HOGFISH,1,1,1.13,1
2015,PENSACOLA,PORGIES,35149,244,1.18,41340
2015,PENSACOLA,SNAPPER_GREY (MANGROVE),43,10,2.37,101
2015,PENSACOLA,SNAPPER_LANE,511,12,1.84,938
2015,PENSACOLA,SNAPPER_RED,293870,328,2.87,843323
2015,PENSACOLA,SNAPPER_SILK,655,3,2.69,1759
2015,PENSACOLA,SNAPPER_VERMILION,214179,265,2.84,609167
2015,PENSACOLA,TILEFISH (GOLDEN),30330,18,2.73,82698
2015,PENSACOLA,TILEFISH_BLUELINE (GRAY),40,11,1.12,45
2015,PENSACOLA,TRIGGERFISH,7011,213,1.75,12262
2015,ST. AUGUSTINE,AMBERJACKS,142418,369,1.61,229479
2015,ST. AUGUSTINE,GROUPER_GAG,24998,137,4.84,120877
2015,ST. AUGUSTINE,GROUPER_OTHER,211,43,3.91,826
2015,ST. AUGUSTINE,GROUPER_RED,2257,44,3.66,8251
2015,ST. AUGUSTINE,GROUPER_SCAMP,5697,85,4.96,28281
2015,ST. AUGUSTINE,GROUPER_SNOWY,7403,74,4.18,30937
2015,ST. AUGUSTINE,GROUPER_YELLOWEDGE,5521,11,4.65,25694
2015,ST. AUGUSTINE,GRUNTS,2063,156,0.6,1238
2015,ST. AUGUSTINE,HOGFISH,367,19,4.04,1485
2015,ST. AUGUSTINE,PORGIES,25846,243,2.31,59598
2015,ST. AUGUSTINE,SEA BASS_MIXED,4206,152,2.41,10140
2015,ST. AUGUSTINE,SNAPPER_GREY (MANGROVE),16123,291,2.94,47470
2015,ST. AUGUSTINE,SNAPPER_LANE,46,16,3.11,142
2015,ST. AUGUSTINE,SNAPPER_MUTTON,6039,133,2.79,16852
2015,ST. AUGUSTINE,SNAPPER_OTHER,689,23,1.97,1361
2015,ST. AUGUSTINE,SNAPPER_SILK,147,10,3.04,445
2015,ST. AUGUSTINE,SNAPPER_VERMILION,141460,273,3.32,469406
2015,ST. AUGUSTINE,SNAPPER_YELLOWTAIL,205,26,3.32,681
2015,ST. AUGUSTINE,TILEFISH (GOLDEN),160200,47,3.25,520555
2015,ST. AUGUSTINE,TILEFISH_BLUELINE (GRAY),94,5,2.19,206
2015,ST. AUGUSTINE,TRIGGERFISH,42186,269,2.36,99349
2015,TAMPA,AMBERJACKS,19977,98,1.38,27505
2015,TAMPA,GROUPER_BLACK,7930,74,4.03,31948
2015,TAMPA,GROUPER_GAG,163346,709,4.38,715267
2015,TAMPA,GROUPER_OTHER,11492,129,3.26,37444
2015,TAMPA,GROUPER_RED,2277976,1198,3.36,7654700
2015,TAMPA,GROUPER_SCAMP,47982,458,3.86,185295
2015,TAMPA,GROUPER_SNOWY,19211,46,3.37,64781
2015,TAMPA,GROUPER_WARSAW,1786,14,3.45,6157
2015,TAMPA,GROUPER_YELLOWEDGE,63901,43,4.18,267066
2015,TAMPA,GRUNTS,27274,497,1.08,29546
2015,TAMPA,HOGFISH,11021,157,4.56,50271
2015,TAMPA,PORGIES,26224,396,1.23,32177
2015,TAMPA,SEA BASS_MIXED,833,85,1.18,987
2015,TAMPA,SNAPPER_GREY (MANGROVE),35046,979,2.62,91691
2015,TAMPA,SNAPPER_LANE,7581,593,2.11,15998
2015,TAMPA,SNAPPER_MUTTON,8212,39,2.44,20016
2015,TAMPA,SNAPPER_OTHER,1979,16,3.12,6177
2015,TAMPA,SNAPPER_RED,209832,615,4.42,928309
